Country Name,Happiness score_2020,upperwhisker_2020,lowerwhisker_2020,Logged GDP per capita_2020,Social support_2020,Healthy life expectancy_2020,Freedom to make life choices_2020,Generosity_2020,Perceptions of corruption_2020,Happiness score_2021,upperwhisker_2021,lowerwhisker_2021,Logged GDP per capita_2021,Social support_2021,Healthy life expectancy_2021,Freedom to make life choices_2021,Generosity_2021,Perceptions of corruption_2021,Happiness score_2022,upperwhisker_2022,lowerwhisker_2022,Logged GDP per capita_2022,Social support_2022,Healthy life expectancy_2022,Freedom to make life choices_2022,Generosity_2022,Perceptions of corruption_2022,Happiness score_2023,upperwhisker_2023,lowerwhisker_2023,Logged GDP per capita_2023,Social support_2023,Healthy life expectancy_2023,Freedom to make life choices_2023,Generosity_2023,Perceptions of corruption_2023,Internet Users_2020,Internet Users_2021,Internet Users_2022,Internet Users_2023,GDP_2020,GDP_2021,GDP_2022,GDP_2023,Education Expenditure_2020,Education Expenditure_2021,Education Expenditure_2022,Education Expenditure_2023,Healthcare Expenditure_2020,Healthcare Expenditure_2021,Healthcare Expenditure_2022,Healthcare Expenditure_2023,Unemployment Rate_2020,Unemployment Rate_2021,Unemployment Rate_2022,Unemployment Rate_2023,Life Expectancy_2020,Life Expectancy_2021,Life Expectancy_2022,Life Expectancy_2023,Population in Urban Areas_2020,Population in Urban Areas_2021,Population in Urban Areas_2022,Population in Urban Areas_2023
Chile,6.228499889,6.318118572,6.138881207,10.0320549,0.879713595,69.90061951,0.744896293,-0.065668367,0.838239431,6.172,6.262,6.081,10.071,0.882,70.0,0.742,-0.044,0.83,6.172,6.262,6.082,1.651,1.08,0.748,0.46,0.124,0.069,6.334,6.424,6.243,10.114,0.889,70.3,0.792,-0.011,0.823,87.5,90.2,93.5,94.5,13114.81547,16206.83255,15405.61658,17067.03648,5.629930019,4.999239922,0.0,0.0,9.68910599,9.68593311,10.06172848,10.09532642,10.934,9.281,8.249,9.013,79.349,78.876,79.176,81.167,34.93549304,35.0096529,35.06841086,35.11597712
Bahrain,6.227300167,6.387789249,6.066811085,10.67638016,0.876342118,68.5,0.905855775,0.13372919,0.7393471,6.647,6.779,6.514,10.669,0.862,69.495,0.925,0.089,0.722,6.647,6.779,6.514,1.854,1.029,0.625,0.693,0.199,0.155,6.173,6.369,5.977,10.776,0.844,65.825,0.944,0.117,0.737,99.7,100.0,100.0,100.0,24342.84446,27147.80839,30470.52193,29290.12842,2.552374601,2.221358061,1.98779726,0.0,4.7196188,4.49223804,3.83745313,0.0,1.781,1.541,1.326,1.154,78.683,78.083,80.992,81.284,0.0,0.0,0.0,0.0
Lithuania,6.215499878,6.302118301,6.128881454,10.34362602,0.926107109,67.29407501,0.747381449,-0.219725296,0.809583843,6.255,6.344,6.167,10.499,0.935,67.906,0.773,-0.203,0.826,6.446,6.535,6.356,1.804,1.204,0.659,0.496,0.053,0.077,6.763,6.849,6.677,10.568,0.939,67.397,0.748,-0.145,0.805,83.1,86.9,87.7,88.5,20428.64782,23870.45949,25085.78406,27786.00578,4.508590221,4.254909992,0.0,0.0,7.47439718,7.75970221,7.24335003,7.29381466,8.487,7.112,5.955,6.841,75.02926829,74.03658537,75.64390244,76.98780488,0.0,0.0,0.0,0.0
Poland,6.186299801,6.255880356,6.116719246,10.26512432,0.874257445,69.31113434,0.862055779,-0.205084071,0.686927021,6.166,6.245,6.087,10.382,0.898,69.702,0.841,-0.165,0.735,6.123,6.205,6.04,1.758,1.174,0.712,0.523,0.124,0.14,6.26,6.343,6.177,10.453,0.925,69.049,0.765,-0.031,0.736,83.2,85.4,86.9,86.4,16150.9291,18635.50888,18891.21353,22145.26431,4.852650166,4.673039913,0.0,0.0,6.49677992,6.43857718,6.39626455,7.00451565,3.155,3.268,2.811,2.743,76.4,75.35121951,77.15609756,78.50731707,4.753339851,4.839222706,4.873565349,4.89955217
Colombia,6.163400173,6.274102688,6.052697659,9.500369072,0.884440243,67.69958496,0.836179912,-0.161235645,0.86457181,6.012,6.132,5.892,9.557,0.847,68.001,0.837,-0.135,0.841,5.781,5.903,5.659,1.452,0.929,0.72,0.545,0.087,0.077,5.63,5.747,5.514,9.584,0.822,69.35,0.804,-0.104,0.834,69.8,73.0,72.8,77.3,5339.687114,6222.621644,6680.445069,7000.836605,0.0,0.0,0.0,0.0,8.71432114,9.01772404,7.57361269,7.69168758,15.983,13.898,10.547,9.594,74.757,72.698,76.508,77.725,44.2970439,44.40370044,44.48976751,44.51831451
Cyprus,6.15899992,6.258187771,6.059812069,10.40570259,0.805996239,73.70222473,0.779858291,0.043731496,0.856271744,6.223,6.319,6.128,10.576,0.802,73.898,0.763,-0.015,0.844,6.221,6.32,6.122,1.815,0.909,0.819,0.448,0.123,0.062,6.13,6.236,6.024,10.611,0.826,72.802,0.724,-0.06,0.86,90.8,90.8,89.6,91.2,28649.01563,33734.03516,33894.44922,36551.41797,5.636940002,5.235859871,0.0,0.0,8.76033878,9.47552109,8.87060547,0.0,7.755,7.513,6.806,6.098,81.23,80.573,80.434,81.648,0.0,0.0,0.0,0.0
Nicaragua,6.13710022,6.262318611,6.011881828,8.493160248,0.857497036,67.50717926,0.863902867,0.020959141,0.665950119,5.972,6.134,5.81,8.62,0.864,67.657,0.836,0.02,0.664,6.165,6.312,6.017,1.105,1.029,0.617,0.617,0.168,0.212,6.259,6.408,6.109,8.618,0.853,65.65,0.877,0.021,0.625,42.2,47.1,49.1,58.2,1938.447048,2138.385885,2322.89054,2609.444921,4.581561089,4.086657047,3.794763088,0.0,8.58996105,9.59249973,8.95364857,0.0,6.201,6.118,4.961,4.716,70.766,70.478,74.463,74.947,16.20190009,16.14588138,16.09195778,16.04003627
Romania,6.123700142,6.216668129,6.030732155,10.107584,0.825161517,67.20723724,0.842823207,-0.19781521,0.934300244,6.14,6.253,6.027,10.284,0.832,67.355,0.845,-0.219,0.938,6.477,6.575,6.379,1.719,1.006,0.655,0.605,0.039,0.006,6.589,6.69,6.488,10.339,0.848,67.051,0.856,-0.172,0.929,78.5,83.6,85.5,89.2,13082.30066,14986.78549,15557.88262,18404.27309,3.589260101,3.324529886,0.0,0.0,6.22618055,6.46980715,5.7490139,0.0,5.035,5.59,5.614,5.589,74.25365854,72.8097561,75.15365854,76.60731707,9.360101738,9.383131806,9.372359044,9.32021804
Mauritius,6.101299763,6.213463783,5.989135742,9.956786156,0.910357833,66.40434265,0.889534533,-0.018318573,0.805343091,6.049,6.165,5.933,10.008,0.905,66.701,0.867,-0.054,0.789,6.071,6.184,5.958,1.591,1.116,0.568,0.589,0.131,0.107,5.902,6.013,5.791,9.957,0.888,63.85,0.813,-0.028,0.775,67.7,71.6,75.5,79.5,9011.042884,9068.973002,10223.78823,11182.18657,4.35243988,4.67151022,4.84085989,4.567639828,6.09606028,6.6160841,5.82381678,0.0,8.626,7.719,6.322,5.571,74.17707317,73.6802439,73.51463415,73.41219512,0.0,0.0,0.0,0.0
Kazakhstan,6.057899952,6.1426301,5.973169804,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.764490843,6.152,6.243,6.06,10.155,0.952,65.2,0.853,-0.069,0.733,6.234,6.33,6.138,1.668,1.22,0.611,0.584,0.134,0.157,6.144,6.239,6.049,10.166,0.931,65.802,0.853,0.0,0.721,85.9,90.9,92.3,92.9,8781.507978,9983.601036,11255.33964,12879.42753,4.446203709,4.385694027,4.458202362,0.0,3.75300956,3.92458963,3.74026752,0.0,4.89,5.546,4.86,4.821,71.195,70.131,73.503,74.402,15.71556623,15.90090725,16.03182772,16.12673009
Estonia,6.021800041,6.092330933,5.95126915,10.34001732,0.934729993,68.60495758,0.87770915,-0.111697771,0.623073816,6.189,6.263,6.115,10.481,0.941,68.8,0.909,-0.106,0.527,6.341,6.415,6.266,1.793,1.232,0.728,0.689,0.123,0.333,6.455,6.534,6.377,10.541,0.946,69.65,0.929,0.032,0.409,89.1,91.0,91.5,93.2,23933.99394,27953.76702,28451.14778,30133.30445,5.52696991,5.26320982,0.0,0.0,7.57906437,7.47860336,6.98701143,0.0,6.956,6.178,5.571,6.378,78.59512195,76.94390244,77.84390244,78.4902439,0.0,0.0,0.0,0.0
Philippines,6.006000042,6.103722572,5.908277512,8.993545532,0.846730053,61.92676163,0.915463448,-0.105463006,0.733634114,5.88,5.982,5.778,9.076,0.83,62.0,0.917,-0.097,0.742,5.904,6.007,5.8,1.268,0.912,0.514,0.678,0.107,0.142,5.523,5.675,5.371,8.979,0.78,62.038,0.919,-0.06,0.732,53.8,66.9,75.2,83.8,3227.579102,3484.385939,3548.069306,3804.082741,3.858290434,3.872497559,3.579600811,3.623686314,5.16214037,5.97500563,5.15676308,5.10629606,2.522,3.398,2.598,2.222,70.097,66.675,69.472,69.833,14.0513244,14.1687351,14.31481136,14.46280407
Hungary,6.000400066,6.077767372,5.923032761,10.24924374,0.921934128,67.60997009,0.718964577,-0.194323018,0.892916501,5.992,6.085,5.899,10.358,0.943,68.0,0.755,-0.186,0.876,6.086,6.187,5.985,1.748,1.233,0.668,0.485,0.078,0.064,6.041,6.149,5.933,10.419,0.943,67.5,0.758,-0.059,0.839,84.8,88.6,89.1,91.5,16386.93088,19030.62813,18483.63669,22312.17903,4.153570175,4.684060097,0.0,0.0,7.28760386,7.38329268,6.68981791,6.3573041,4.25,4.045,3.609,4.107,75.4195122,74.06585366,75.86829268,76.77073171,18.28331327,18.39764833,18.48197109,18.53646291
Thailand,5.998799801,6.082288742,5.91531086,9.741791725,0.889973223,67.25059509,0.905063033,0.268685192,0.886272311,5.985,6.077,5.893,9.805,0.888,67.401,0.884,0.287,0.895,5.891,5.994,5.788,1.535,1.096,0.697,0.617,0.321,0.026,5.843,5.969,5.717,9.751,0.874,68.45,0.85,0.289,0.91,77.8,85.3,88.0,89.5,6985.643939,7057.207548,6909.352818,7195.101309,3.153141737,2.982124329,2.611870289,2.521222115,4.35724688,5.15337038,5.35470581,0.0,1.099,1.215,0.94,0.733,77.331,77.606,75.291,76.412,20.11680132,20.42022001,20.735918,21.05426824
Argentina,5.974699974,6.079445839,5.869954109,9.810955048,0.900567949,68.80380249,0.831132412,-0.194913864,0.842009842,5.929,6.04,5.819,9.962,0.898,69.0,0.828,-0.182,0.834,5.967,6.09,5.844,1.592,1.102,0.662,0.555,0.081,0.085,6.024,6.147,5.9,9.959,0.891,67.2,0.823,-0.089,0.814,85.5,87.2,88.4,89.2,8535.59938,10738.01792,13935.68111,14187.48273,5.276899815,4.641170025,4.805210114,0.0,10.45030594,10.03832245,9.86305332,0.0,11.461,8.736,6.805,6.139,75.878,73.948,75.806,77.395,42.99529795,43.22729196,43.49783685,43.74898671
Honduras,5.953199863,6.082033634,5.824366093,8.424534798,0.821870148,67.19876862,0.870603263,0.086969115,0.801131904,5.919,6.081,5.758,8.648,0.812,67.3,0.857,0.081,0.809,6.022,6.189,5.855,1.111,0.885,0.555,0.582,0.202,0.076,6.023,6.196,5.849,8.635,0.766,64.063,0.843,0.097,0.843,45.2,52.0,56.4,58.3,2307.614943,2735.147515,3003.289968,3227.457625,5.97629118,5.810501575,4.441578865,4.046160221,9.03509808,9.16101742,8.28209972,0.0,10.982,8.506,8.774,6.07,70.864,69.492,72.715,72.884,14.27012226,14.43457487,14.58981914,14.73036119
Latvia,5.949999809,6.018282413,5.881717205,10.17531967,0.918288589,66.8074646,0.671237648,-0.186888844,0.795580089,6.032,6.103,5.961,10.315,0.927,67.1,0.715,-0.162,0.8,6.18,6.255,6.106,1.732,1.221,0.637,0.502,0.075,0.09,6.213,6.295,6.131,10.37,0.937,66.4,0.818,-0.056,0.83,88.9,91.2,91.0,92.2,17564.23215,20261.88878,20227.23074,22675.57863,4.850590229,4.615469933,0.0,0.0,7.28520584,9.10995388,7.62168407,0.0,8.098,7.513,6.815,6.465,75.18536585,72.9804878,74.27804878,75.67804878,0.0,0.0,0.0,0.0
Ecuador,5.925199986,6.028846264,5.821553707,9.246058464,0.836418986,68.50003815,0.859828949,-0.127014965,0.801215112,5.764,5.875,5.653,9.313,0.821,68.8,0.842,-0.124,0.843,5.533,5.653,5.414,1.352,0.879,0.708,0.565,0.08,0.083,5.559,5.682,5.436,9.27,0.806,69.0,0.802,-0.108,0.833,70.7,69.1,69.7,72.7,5463.645153,6061.323502,6515.585284,6737.847484,4.261030197,3.647769928,3.59897995,3.893650055,8.6576252,8.20646191,7.53457022,0.0,6.127,4.552,3.761,3.51,72.004,72.746,76.577,77.392,27.74400414,27.95716024,28.16808804,28.36172113
Portugal,5.910900116,6.015089989,5.806710243,10.26374245,0.886590719,72.40202332,0.888747811,-0.220714301,0.892629504,5.929,6.037,5.821,10.421,0.879,72.6,0.892,-0.244,0.887,6.016,6.122,5.911,1.76,1.078,0.777,0.655,0.016,0.039,5.968,6.076,5.86,10.429,0.878,71.25,0.902,-0.196,0.878,78.3,82.3,84.5,85.8,22299.40441,24711.45101,24620.51956,27386.29206,4.876560211,4.78316021,0.0,0.0,10.54770088,11.1236763,10.46883011,10.00331116,6.801,6.577,6.011,6.509,81.32926829,81.37804878,81.63170732,82.2804878,41.46637285,41.38295635,41.27249353,40.88785078
Jamaica,5.889800072,6.126157284,5.65344286,9.006250381,0.915701866,67.09999847,0.858068526,-0.125106767,0.888890028,6.309,6.615,6.004,9.186,0.877,67.5,0.89,-0.137,0.884,5.85,6.023,5.676,1.296,1.045,0.646,0.567,0.08,0.053,5.703,5.876,5.529,9.165,0.867,66.6,0.822,-0.106,0.875,76.4,82.4,82.4,83.4,4879.440258,5165.337821,6022.153398,6839.725024,5.61749506,5.631239891,5.35435009,5.654536724,6.62580395,7.18521214,7.77706337,0.0,6.501,5.188,4.083,4.4,71.452,69.085,71.481,71.479,0.0,0.0,0.0,0.0
Japan,5.870800018,5.951927662,5.789672375,10.57968903,0.883545935,75.00096893,0.809961379,-0.246910349,0.654558063,5.94,6.02,5.861,10.611,0.884,75.1,0.796,-0.258,0.638,6.039,6.119,5.959,1.835,1.089,0.866,0.537,0.007,0.218,6.129,6.211,6.047,10.616,0.894,74.349,0.799,-0.237,0.64,90.2,82.9,84.9,87.0,40028.73417,40094.55998,34065.6439,33836.17563,3.306289911,3.335639954,3.237621307,0.0,11.20903683,11.18996906,11.42183685,0.0,2.809,2.828,2.6,2.6,84.56,84.44560976,83.99634146,84.04121951,64.66119625,64.88238178,65.07477096,65.27681398
Peru,5.796800137,5.916970253,5.67663002,9.456313133,0.831075251,68.10023499,0.824766099,-0.16238822,0.893714964,5.84,5.988,5.692,9.458,0.832,68.25,0.822,-0.154,0.891,5.559,5.679,5.439,1.397,0.865,0.735,0.545,0.09,0.037,5.526,5.64,5.412,9.402,0.798,69.85,0.794,-0.119,0.892,65.3,71.1,74.7,79.5,6133.325524,6826.202556,7350.630343,7887.541859,4.259379864,3.927210093,3.833159924,4.235169888,6.36273861,6.67921352,6.0930872,0.0,7.179,5.097,3.85,4.899,73.832,71.596,76.834,77.74,32.64205799,32.82300558,32.99316651,33.10438099
Serbia,5.77820015,5.877596378,5.678803921,9.680980682,0.881475747,68.21020508,0.726495862,-0.073676221,0.843509018,6.078,6.181,5.974,9.787,0.873,68.6,0.778,0.002,0.835,6.178,6.294,6.062,1.55,1.086,0.658,0.546,0.219,0.088,6.144,6.299,5.988,9.854,0.873,67.088,0.845,0.204,0.816,78.4,81.2,83.5,85.4,8098.709557,9680.527981,10022.96885,12281.50585,0.0,3.298670053,3.239389896,0.0,8.70042229,10.00950623,9.65742779,0.0,9.011,9.843,8.439,8.268,74.47804878,72.7804878,75.23658537,76.22097561,20.2625521,20.51096187,21.08489389,21.26083486
Bolivia,5.747499943,5.846765041,5.648234844,8.851115227,0.803108692,63.6004715,0.875873327,-0.09168113,0.822606206,5.716,5.819,5.613,9.046,0.81,63.901,0.875,-0.077,0.839,5.6,5.709,5.491,1.256,0.88,0.555,0.627,0.112,0.064,5.684,5.797,5.572,8.985,0.811,63.599,0.868,-0.063,0.846,59.9,66.0,67.4,70.2,3099.942191,3384.844865,3643.92827,3686.279964,8.437109947,7.962150097,7.575500011,0.0,8.0225811,8.159729,8.43142891,0.0,7.903,5.089,3.552,3.024,62.906,61.427,67.434,68.581,41.25142737,41.60960212,41.90538599,42.10973575
Pakistan,5.69329977,5.78780365,5.598795891,8.482727051,0.689062297,58.25313568,0.734833717,0.04489987,0.745705426,4.934,5.066,4.802,8.458,0.651,58.709,0.726,0.098,0.787,4.516,4.634,4.397,1.049,0.413,0.374,0.448,0.181,0.112,4.555,4.707,4.404,8.54,0.601,57.313,0.766,0.008,0.787,18.9,21.4,24.2,27.4,1278.397352,1455.319224,1538.322813,1365.169274,2.057182312,1.687461257,1.974449039,1.868643403,2.95273018,2.99015832,2.90434051,0.0,6.127,6.338,5.485,5.408,65.701,65.773,67.417,67.649,19.13229998,19.28357318,19.45774075,19.66674181
Paraguay,5.692100048,5.793937683,5.590262413,9.389982224,0.898727894,65.63993835,0.885923445,0.007997713,0.834788501,5.653,5.832,5.473,9.448,0.893,65.9,0.876,0.028,0.882,5.578,5.689,5.467,1.409,1.13,0.624,0.629,0.171,0.059,5.738,5.851,5.625,9.51,0.906,65.9,0.891,0.021,0.843,74.0,77.0,76.3,78.1,5365.472207,5976.931798,6205.625954,6299.990265,3.936150074,3.410700083,3.396199942,3.406490088,7.67533064,8.03277016,7.73804235,0.0,7.548,7.311,6.755,5.794,72.72,68.108,72.319,73.844,50.52534632,50.78121751,51.06624338,51.29216998
Dominican Republic,5.689199924,5.826069355,5.552330494,9.664880753,0.882085383,65.80748749,0.866202772,-0.131263286,0.755999923,5.545,5.685,5.405,9.802,0.853,66.102,0.86,-0.133,0.714,5.737,5.873,5.601,1.538,1.003,0.577,0.606,0.084,0.179,5.569,5.712,5.426,9.811,0.827,64.399,0.85,-0.099,0.657,81.6,85.2,81.5,84.6,7135.222733,8527.075486,10104.24493,10630.43174,4.517698288,3.747313499,3.940271378,0.0,4.93967104,4.91807747,4.57254791,0.0,6.126,7.702,5.504,5.555,72.636,71.757,74.211,73.72,30.13893153,30.46537791,30.7871774,31.09882259
Bosnia and Herzegovina,5.674099922,5.765016556,5.583183289,9.455817223,0.829204142,67.80813599,0.651352704,0.098274559,0.933769107,5.813,5.911,5.715,9.59,0.87,68.098,0.706,0.113,0.931,5.768,5.877,5.659,1.468,1.068,0.665,0.448,0.244,0.006,5.633,5.775,5.49,9.616,0.88,67.275,0.746,0.206,0.918,73.2,75.7,78.8,83.4,6130.311332,7295.343824,7655.59421,8663.02323,3.019540787,4.136229992,0.0,0.0,9.70311832,9.55514336,8.71644783,0.0,15.868,14.897,12.657,10.668,76.04,74.567,76.777,77.85,0.0,0.0,0.0,0.0
Moldova,5.607500076,5.690360069,5.524640083,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,5.766,5.856,5.677,9.454,0.857,65.699,0.822,-0.079,0.918,5.857,5.948,5.766,1.417,1.008,0.597,0.561,0.102,0.028,5.819,5.922,5.717,9.499,0.857,65.299,0.84,-0.08,0.901,58.2,74.5,76.7,80.2,4375.778893,5274.605822,5744.296184,6799.585946,6.601260185,5.824059963,6.110539913,6.252686024,7.00484037,7.7490406,6.96505404,0.0,1.186,0.785,0.897,1.555,69.914,68.991,71.546,71.198,0.0,0.0,0.0,0.0
Tajikistan,5.555699825,5.619050026,5.492349625,8.024810791,0.835297108,64.10459137,0.831383407,-0.025088511,0.592076063,5.466,5.532,5.4,8.091,0.86,64.281,0.832,-0.056,0.553,5.377,5.468,5.287,0.966,1.005,0.518,0.572,0.118,0.304,5.33,5.452,5.207,8.237,0.836,62.226,0.832,-0.06,0.522,27.5,49.8,53.1,56.8,834.3117155,896.7480534,1052.179495,1178.479901,5.737252712,5.701633453,5.715097904,5.810545921,8.8903532,8.37504482,7.62917423,0.0,12.321,12.333,11.634,11.546,68.605,69.594,71.562,71.79,0.0,0.0,0.0,0.0
Montenegro,5.54610014,5.642112255,5.450088024,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.783121586,5.581,5.686,5.475,9.94,0.858,68.699,0.708,-0.034,0.812,5.547,5.681,5.413,1.573,1.023,0.659,0.46,0.135,0.077,5.722,5.941,5.503,9.813,0.89,67.1,0.805,0.063,0.844,77.6,82.2,88.2,89.8,7612.628459,9377.488797,9990.204446,12077.37471,0.0,0.0,0.0,0.0,11.42177582,10.55253506,10.92241859,0.0,17.878,16.543,14.851,14.621,75.93170732,73.82439024,76.18780488,77.58780488,0.0,0.0,0.0,0.0
Greece,5.514999866,5.606986046,5.423013687,10.13232613,0.814380348,72.40525818,0.541345119,-0.300907373,0.859931409,5.723,5.813,5.632,10.279,0.823,72.6,0.582,-0.288,0.823,5.948,6.043,5.853,1.703,0.98,0.774,0.249,0.015,0.108,5.931,6.024,5.838,10.288,0.835,71.15,0.568,-0.24,0.793,78.1,78.5,83.2,85.0,17886.73317,20654.7002,20971.83493,23400.72788,4.495000362,4.082014561,0.0,0.0,9.5242157,9.18476486,8.49983692,0.0,15.899,14.656,12.426,11.066,81.28780488,80.08292683,80.78780488,81.53658537,29.4744667,29.83435749,30.21765504,30.31508647
Croatia,5.504700184,5.578756332,5.430644035,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,5.882,5.975,5.788,10.217,0.924,70.799,0.754,-0.118,0.939,6.125,6.229,6.022,1.705,1.183,0.709,0.535,0.109,0.0,6.125,6.237,6.013,10.341,0.917,68.95,0.757,-0.093,0.925,78.3,81.3,82.1,83.2,14808.46202,17789.93047,18466.09555,21865.45628,4.389019966,4.056660175,0.0,0.0,7.64949179,8.01351929,7.21545315,0.0,7.507,7.608,6.96,6.086,77.52439024,76.42439024,77.57560976,78.47317073,0.0,0.0,0.0,0.0
Mongolia,5.456200123,5.535213947,5.377186298,9.412186623,0.937142491,62.30448532,0.693351328,0.098093867,0.863511205,5.677,5.76,5.595,9.4,0.935,62.5,0.708,0.116,0.856,5.761,5.845,5.676,1.393,1.197,0.467,0.398,0.247,0.059,5.84,5.93,5.75,9.372,0.933,60.5,0.701,0.19,0.849,62.5,81.6,82.2,83.0,4001.251931,4517.61578,4993.514875,5838.631081,4.663455009,3.343896151,4.180567265,3.741015434,4.6662488,7.21042728,8.85170174,0.0,6.594,7.747,6.211,5.503,71.34902439,71.64512195,71.90073171,72.12243902,47.61830053,47.73101724,47.89355538,48.0481853
Malaysia,5.384300232,5.479953289,5.288647175,10.26251888,0.816509426,67.10215759,0.894626856,0.114726797,0.839302301,5.384,5.48,5.289,10.238,0.817,67.102,0.895,0.125,0.839,5.711,5.845,5.578,1.689,0.938,0.62,0.654,0.213,0.126,6.012,6.167,5.858,10.169,0.799,65.662,0.877,0.16,0.758,89.6,96.8,97.4,97.7,9957.526267,10903.11164,11748.09193,11379.08519,4.518887043,4.261094093,3.499337912,3.627254963,4.08254337,4.37382412,3.90591931,0.0,4.54,4.64,3.93,3.869,76.057,73.917,75.444,76.657,23.59673738,23.95032506,24.26703088,24.54492643
Indonesia,5.285600185,5.379077435,5.192122936,9.36975193,0.808379889,62.15584946,0.870614409,0.519586504,0.876296401,5.345,5.454,5.235,9.365,0.811,62.236,0.873,0.542,0.867,5.24,5.341,5.139,1.382,0.883,0.539,0.62,0.468,0.047,5.277,5.392,5.161,9.385,0.804,63.048,0.88,0.531,0.876,53.7,62.1,66.5,69.2,3853.702888,4287.17314,4730.834848,4876.307745,1.015932202,1.032217503,0.863943338,1.275170922,3.42067289,3.70634937,2.69394851,0.0,4.255,3.827,3.462,3.308,68.817,67.452,70.925,71.146,13.56112627,13.74032321,13.91796449,14.08405653
Benin,5.21600008,5.368408203,5.063591957,7.674319744,0.468671143,54.31246567,0.735182583,-0.003537213,0.740532577,5.045,5.189,4.901,8.087,0.489,54.713,0.757,-0.034,0.661,4.623,4.754,4.492,0.932,0.064,0.335,0.479,0.127,0.23,4.374,4.504,4.244,8.103,0.437,56.095,0.743,-0.043,0.576,22.1,28.2,30.0,32.2,1200.194266,1318.651581,1266.42711,1394.177847,3.094415188,3.203484297,3.377859116,0.0,2.7123611,2.58129549,2.67981386,0.0,1.502,1.779,1.685,1.657,60.154,59.61,60.475,60.774,0.0,0.0,0.0,0.0
