Country Name,Internet Users_2020,Internet Users_2021,Internet Users_2022,Internet Users_2023,GDP_2020,GDP_2021,GDP_2022,GDP_2023,Education Expenditure_2020,Education Expenditure_2021,Education Expenditure_2022,Education Expenditure_2023,Healthcare Expenditure_2020,Healthcare Expenditure_2021,Healthcare Expenditure_2022,Healthcare Expenditure_2023,Unemployment Rate_2020,Unemployment Rate_2021,Unemployment Rate_2022,Unemployment Rate_2023,Life Expectancy_2020,Life Expectancy_2021,Life Expectancy_2022,Life Expectancy_2023,Population in Urban Areas_2020,Population in Urban Areas_2021,Population in Urban Areas_2022,Population in Urban Areas_2023
New Zealand,95.2,96.1,96.2,96.2,41850.92033,49689.49813,48760.03819,48654.90423,5.651490211,5.548220158,5.230120182,0,10.05994129,10.0194025,10.02858067,0,4.595,3.776,3.297,3.729,82.25609756,82.20731707,81.95853659,83.00487805,31.56190327,31.89192573,32.29057474,31.90123928
Nicaragua,42.2,47.1,49.1,58.2,1938.447048,2138.385885,2322.89054,2609.444921,4.581561089,4.086657047,3.794763088,0,8.58996105,9.59249973,8.95364857,0,6.201,6.118,4.961,4.716,70.766,70.478,74.463,74.947,16.20190009,16.14588138,16.09195778,16.04003627
Niger,17,17.5,23.3,23.2,579.5124958,608.7224396,609.7451477,638.3360807,3.819200993,3.82175827,4.101430893,0,6.17007589,5.81452751,4.35259724,0,0.594,0.78,0.418,0.425,59.89,59.542,60.398,61.183,5.446787584,5.451360575,5.467408645,5.494037871
Nigeria,31.9,35.5,37.7,39.2,2019.657063,2017.274865,2139.374785,1596.636961,0.359637648,0.381919116,0.348516703,0,3.38063431,4.07625723,4.27090406,0,5.742,5.45,3.821,3.074,53.072,53.455,54.079,54.462,16.21044116,16.4564053,16.71807314,16.99229664
North America,0,0,0,0,62262.64241,69412.91375,75613.45071,79326.90766,5.143965006,5.088449955,4.139571667,0,18.39669783,17.10612213,16.08739351,0,8.230599907,5.5921098,3.833031486,3.840737513,77.44980998,76.86576789,77.83276796,78.73282137,46.33570373,46.64756748,46.73201954,46.66134707
North Macedonia,81.4,81.9,85,87.2,6659.596511,7620.80297,7606.237525,8624.284002,0,0,0,0,7.73212385,8.5240345,7.6204114,0,16.575,15.801,14.476,13.174,74.39512195,73.24634146,74.42487805,75.31609756,0,0,0,0
Northern Mariana Islands,0,0,0,0,18220.83824,19455.50139,23785.75459,0,0,0,0,0,0,0,0,0,0,0,0,0,78.03,78.16,78.531,78.808,0,0,0,0
Norway,94.6,99,99,99,68340.0181,93072.89251,109269.5206,87497.32893,8.372819901,6.96021986,3.968019724,0,11.42416382,9.8142643,7.94803333,0,4.424,4.359,3.231,3.572,83.2097561,83.16341463,82.5097561,83.11219512,19.35835746,19.52880007,19.62684761,19.67521524
Not classified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OECD members,0,0,0,0,38704.97731,43149.60725,44046.42625,46672.51399,5.378280163,5.037089825,0,0,13.95480214,13.38254559,12.85819971,0,7.150567539,6.193192458,4.986369265,4.825673308,78.95804796,78.58862176,79.52156846,80.1615573,37.55753764,37.7798323,37.86799682,37.89603554
Oman,95.2,95.2,95.2,95.3,16784.86306,19403.46002,23223.58294,20972.48309,6.877699852,0,4.19907999,0,5.11922884,4.37028217,2.9162159,0,2.94,1.9,3.3,3.176,77.763,75.969,77.911,80.031,34.26710952,35.32700474,34.30322357,32.68431529
Other small states,0,0,0,0,11728.95245,13671.45655,14298.10282,15151.46649,5.360104561,5.235859871,0,0,7.937839223,8.093878822,7.59538349,0,9.923990551,9.442126397,8.787774038,8.428542226,72.50970978,71.76997193,72.90492487,73.56469451,0,0,0,0
Pacific island small states,0,0,0,0,3666.089264,3649.533887,3888.62868,4153.197066,0,0,0,0,6.213840843,7.294171957,5.698650438,0,3.179371277,3.183777288,3.263764127,3.181085508,68.35681088,67.48102092,69.1004349,69.2745949,0,0,0,0
Pakistan,18.9,21.4,24.2,27.4,1278.397352,1455.319224,1538.322813,1365.169274,2.057182312,1.687461257,1.974449039,1.868643403,2.95273018,2.99015832,2.90434051,0,6.127,6.338,5.485,5.408,65.701,65.773,67.417,67.649,19.13229998,19.28357318,19.45774075,19.66674181
Palau,0,0,0,0,14556.58723,13257.20632,14392.20114,15899.42461,3.471180677,3.944170952,3.576201439,3.437264919,13.33730412,14.62713623,14.28555965,0,0,0,0,0,68.689,68.563,68.922,69.269,0,0,0,0
Panama,70,77,77.7,78,13290.56083,15509.80691,17332.43607,18686.4051,4.302840233,3.711410046,3.366930008,0,10.21630001,9.13571072,8.46561432,0,14.663,10.177,8.086,6.544,76.33,77.004,79.324,79.594,43.33048934,43.70319913,44.03687716,44.33668651
Papua New Guinea,24.4,23.2,23.7,24.1,2429.611346,2607.578619,3102.289686,2966.068304,1.498000026,1.345999956,0,0,2.30193973,2.33994722,2.61825109,0,2.883,3.003,2.689,2.661,65.075,64.358,65.274,66.134,0,0,0,0
Paraguay,74,77,76.3,78.1,5365.472207,5976.931798,6205.625954,6299.990265,3.936150074,3.410700083,3.396199942,3.406490088,7.67533064,8.03277016,7.73804235,0,7.548,7.311,6.755,5.794,72.72,68.108,72.319,73.844,50.52534632,50.78121751,51.06624338,51.29216998
Peru,65.3,71.1,74.7,79.5,6133.325524,6826.202556,7350.630343,7887.541859,4.259379864,3.927210093,3.833159924,4.235169888,6.36273861,6.67921352,6.0930872,0,7.179,5.097,3.85,4.899,73.832,71.596,76.834,77.74,32.64205799,32.82300558,32.99316651,33.10438099
Philippines,53.8,66.9,75.2,83.8,3227.579102,3484.385939,3548.069306,3804.082741,3.858290434,3.872497559,3.579600811,3.623686314,5.16214037,5.97500563,5.15676308,5.10629606,2.522,3.398,2.598,2.222,70.097,66.675,69.472,69.833,14.0513244,14.1687351,14.31481136,14.46280407
Poland,83.2,85.4,86.9,86.4,16150.9291,18635.50888,18891.21353,22145.26431,4.852650166,4.673039913,0,0,6.49677992,6.43857718,6.39626455,7.00451565,3.155,3.268,2.811,2.743,76.4,75.35121951,77.15609756,78.50731707,4.753339851,4.839222706,4.873565349,4.89955217
Portugal,78.3,82.3,84.5,85.8,22299.40441,24711.45101,24620.51956,27386.29206,4.876560211,4.78316021,0,0,10.54770088,11.1236763,10.46883011,10.00331116,6.801,6.577,6.011,6.509,81.32926829,81.37804878,81.63170732,82.2804878,41.46637285,41.38295635,41.27249353,40.88785078
Post-demographic dividend,0,0,0,0,44887.38352,50022.03892,51102.35627,53961.34181,5.086080074,5.037089825,0,0,14.44394506,13.85793582,13.36191455,0,6.727514681,5.803617309,4.51609302,4.466412923,80.06591407,79.79558155,80.19785321,80.82283464,37.20079444,37.43119093,37.60212043,37.68269798
Pre-demographic dividend,0,0,0,0,1320.709111,1412.709089,1577.716271,1416.33353,3.25443387,3.115153313,3.188632488,0,4.421060734,4.586247782,4.404538664,0,5.960077686,5.823475559,5.00203737,4.700607933,60.501207,60.27525051,61.383288,62.16362989,15.89446555,16.06249717,16.25123581,16.45387612
Puerto Rico (US),0,84.8,87.3,0,31427.11308,32619.07046,35353.68216,36948.40364,0,0,0,0,0,0,0,0,8.89,7.9,6,5.725,80.009,79.77,79.427,81.69,74.61069177,74.9518422,75.85118273,76.14614182
Qatar,99.7,99.7,99.7,99.7,51683.50544,71751.88313,88701.46335,80195.87465,3.233669996,0,0,0,3.81872201,2.8927927,2.18112326,0,0.14,0.14,0.13,0.13,80.409,81.083,81.857,82.368,0,0,0,0
Romania,78.5,83.6,85.5,89.2,13082.30066,14986.78549,15557.88262,18404.27309,3.589260101,3.324529886,0,0,6.22618055,6.46980715,5.7490139,0,5.035,5.59,5.614,5.589,74.25365854,72.8097561,75.15365854,76.60731707,9.360101738,9.383131806,9.372359044,9.32021804
Russian Federation,85,88.2,90.4,92.2,10108.32715,12425.0293,15619.61426,14159.3877,4.016418457,3.994807005,4.054027557,0,8.04076004,6.97584295,6.91986275,0,5.62,4.749,3.867,3.076,71.33878049,69.9002439,72.54560976,73.25463415,23.29191816,23.4690756,23.63597956,23.77377045
Rwanda,23.8,24.4,31.2,34.2,778.7014988,829.5448456,975.469324,1027.034468,3.33394289,5.589849949,4.746230125,4.920040131,7.48696899,7.30378389,7.8792119,0,11.829,15.775,15.084,12.352,66.953,66.85,67.528,67.785,8.664588422,8.759762071,8.851317446,8.940152586
Samoa,51.7,56.6,57.3,58.1,4099.660091,3947.645179,3869.466395,4330.178405,4.481005192,5.204488277,4.880791187,6.113472939,6.18667269,6.81255674,6.3012085,0,7.435,6.612,5.048,4.977,70.727,71.096,71.55,71.698,0,0,0,0
San Marino,78,81.7,85.1,87,44426.64634,54168.98283,54264.5705,0,3.424619913,3.108920097,3.431818485,0,8.48147392,7.51272249,7.40650225,0,0,0,0,0,82.65,83.539,85.708,85.706,0,0,0,0
Sao Tome and Principe,51.6,61.5,61.6,61.5,2167.220018,2362.588272,2389.737298,2940.933529,5.015238285,5.516176224,5.155980587,0,7.32044411,7.85889721,7.46419811,0,9.686,9.6,8.992,9.071,67.979,68.026,69.237,69.718,0,0,0,0
Saudi Arabia,97.9,100,100,100,24338.83073,31920.76537,38510.22762,36156.84834,0,0,0,5.1146698,6.64630127,5.93034029,4.62462378,0,7.66,6.621,5.589,4.008,77.596,77.089,77.31,78.732,52.69005223,55.09193087,53.71749082,52.2128637
Senegal,53.3,57.3,59.2,60.6,1461.087204,1598.10677,1574.028106,1698.033873,5.686979771,5.612010002,5.987539768,0,5.15119171,4.44256258,4.06358385,0,3.437,3.44,2.837,2.8,67.496,66.868,67.788,68.683,18.7051107,18.75515327,18.84302074,18.9712192
Serbia,78.4,81.2,83.5,85.4,8098.709557,9680.527981,10022.96885,12281.50585,0,3.298670053,3.239389896,0,8.70042229,10.00950623,9.65742779,0,9.011,9.843,8.439,8.268,74.47804878,72.7804878,75.23658537,76.22097561,20.2625521,20.51096187,21.08489389,21.26083486
Seychelles,84.8,87.3,87,87.4,14041.47541,14982.91115,16836.67219,18262.71158,4.891200542,5.623589993,4.740135193,0,6.03121805,5.20266438,4.2375164,0,0,0,0,0,77.23658537,73.39756098,73.70243902,74.95853659,0,0,0,0
Sierra Leone,17.1,18.7,19.2,20.6,845.9829143,886.1929391,860.7745909,757.8486806,8.809548378,9.442235947,8.53918457,6.791097164,9.32588673,8.55334377,7.94752312,0,3.508,3.556,3.175,3.153,59.694,60.26,61.275,61.786,15.18977807,15.27468552,15.36999715,15.47386257
Singapore,92,96.9,96,94.3,61410.07926,80056.12882,90299.06946,85412.23035,2.686990023,2.824709892,2.488919973,2.18787837,5.61608791,5.16690779,4.89702511,0,4.1,4.64,3.591,3.444,83.54390244,83.09268293,82.89512195,82.89512195,100,100,100,100
Sint Maarten (Dutch part),0,0,0,0,30150.89984,32548.43669,36476.63008,38077.54449,0,0,4.18044138,0,0,0,0,0,0,0,0,0,75.002,74.505,76.18,76.371,0,0,0,0
Slovak Republic,89.9,88.9,89.1,87.2,19735.48583,22132.4483,21334.6011,24673.5483,4.764279842,4.797180176,0,0,7.12650204,7.75624657,7.73064041,0,6.719,6.894,6.143,5.84,76.86585366,74.61463415,76.96585366,78.01707317,0,0,0,0
Slovenia,86.6,89,88.9,90.4,25392.06511,29187.36938,28373.83823,32610.11092,5.383739948,5.365260124,0,0,9.42807865,9.48055363,9.60507679,9.41330814,4.971,4.744,4.011,3.652,80.53170732,80.67560976,81.28292683,81.97804878,0,0,0,0
Small states,0,0,0,0,10699.29117,12369.06398,13598.1108,14222.96605,4.856272221,4.953685045,0,0,7.607231486,7.667407249,6.972694462,0,9.112836549,8.720825383,8.040391117,7.666090513,71.82555528,70.77568259,72.37946786,72.90071976,0,0,0,0
Solomon Islands,33.2,41.8,42.1,42.5,2063.331015,1996.869768,2005.413993,2076.107688,9.643546104,8.332326889,8.48737812,8.29349041,4.89478445,4.94758463,4.82369328,0,0.864,0.884,1.483,1.455,69.258,68.89,70.409,70.528,0,0,0,0
Somalia,15,0,27.6,0,518.1847785,549.1147427,573.1280925,597.4588546,0,0,0,0,2.24750042,2.56882048,2.62183189,0,19.413,19.662,19.05,18.941,57.095,55.703,53.931,58.816,13.70477944,13.82583759,14.02919588,14.21938964
South Africa,72.1,75,75.5,75.7,5580.603831,6843.399419,6523.410978,6022.542542,6.170670033,6.549029827,6.16726017,6.148389816,9.01329231,8.67432785,8.77086639,0,29.217,34.007,33.268,32.098,65.15,62.01,65.454,66.139,35.12458336,35.2906429,35.47800433,35.67126024
South Asia,0,0,0,0,1957.203437,2273.720558,2385.083416,2532.375601,2.902711093,2.893651068,2.66481024,1.827745676,3.263977927,3.282118151,3.264518025,0,7.61279542,6.314917441,4.869393034,4.305251766,70.3622207,67.82152998,72.01157313,72.32476488,15.46668281,15.74048032,16.01746258,16.27868595
South Asia (IDA & IBRD),0,0,0,0,1957.203437,2273.720558,2385.083416,2532.375601,2.902711093,2.893651068,2.66481024,1.827745676,3.263977927,3.282118151,3.264518025,0,7.61279542,6.314917441,4.869393034,4.305251766,70.3622207,67.82152998,72.01157313,72.32476488,15.46668281,15.74048032,16.01746258,16.27868595
South Sudan,9.27,0,0,0,0,0,0,0,0,0,0,0,9.31798267,6.25598812,6.76125622,0,14.319,14.029,12.545,12.477,57.648,57.047,57.203,57.617,0,0,0,0
Spain,93.2,93.9,94.5,95.4,27233.94265,30799.47759,30270.2687,33509.0128,4.895400047,4.865069866,4.315878868,0,10.73210335,10.30862141,9.73828793,0,15.532,14.781,12.917,12.179,82.23170732,83.17804878,83.13414634,83.88292683,25.76692867,25.91141004,25.89043358,25.72754438
Sri Lanka,36.2,44.5,48.3,51.2,3847.601377,3996.9624,3342.636503,3798.890166,1.557923913,1.506505847,1.20397222,1.827745676,4.06134748,4.02830219,4.36269855,0,5.364,4.981,4.528,5.997,76.928,76.278,77.3,77.483,0,0,0,0
St. Kitts and Nevis,70.3,74.4,75.6,76.4,18859.01904,18361.14497,20985.01122,22600.45023,3.10357976,2.783790112,3.63147068,0,5.66188908,6.17941952,5.56801701,0,0,0,0,0,71.181,69.271,70.313,72.145,0,0,0,0
St. Lucia,62.1,63.1,65.4,70.1,8411.074749,10459.13212,13103.82431,13554.76848,3.6208601,0,3.698470116,0,6.75983715,5.67880821,5.01938295,0,25.224,20.514,15.934,11.092,72.308,69.119,72.67,72.697,0,0,0,0
St. Martin (French part),0,0,0,0,0,21668.37409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.085,80.206,80.236,80.224,0,0,0,0
St. Vincent and the Grenadines,63.4,67.4,71.7,76,8351.20324,8641.27904,9693.558678,10582.36567,5.463758469,0,7.2095294,0,4.8395834,5.36252117,4.68767738,0,20.636,20.341,19.417,18.574,69.605,69.132,71.191,71.23,0,0,0,0
Sub-Saharan Africa,0,0,0,0,1480.478642,1621.10097,1696.439993,1580.787928,3.802970529,3.41949439,3.511970043,0,5.044365779,5.205762752,5.074803517,0,6.803309526,6.987663396,6.198018532,5.887753617,61.16752708,60.70343637,61.85717959,62.60291349,15.44221512,15.59339454,15.75765147,15.9366484
Sub-Saharan Africa (IDA & IBRD countries),0,0,0,0,1480.478642,1621.10097,1696.439993,1580.787928,3.802970529,3.41949439,3.511970043,0,5.044365779,5.205762752,5.074803517,0,6.803309526,6.987663396,6.198018532,5.887753617,61.16752708,60.70343637,61.85717959,62.60291349,15.44221512,15.59339454,15.75765147,15.9366484
Sub-Saharan Africa (excluding high income),0,0,0,0,1544.441121,1700.421999,1772.655354,1614.139025,3.786740065,3.373342156,3.444914579,0,5.147791236,5.327708905,5.220250871,0,7.137661197,7.34354022,6.522162975,6.181448098,60.62222943,60.17747465,61.2833536,62.06547988,16.81929689,16.98240502,17.15954677,17.35344837
Sudan,26.4,0,0,0,577.7952271,712.1220093,1046.240845,797.2834473,0,0,0,0,3.00965381,2.83127832,4.61874437,0,11.958,11.044,7.53,0,65.124,64.46,65.695,66.331,12.45769139,12.45976131,12.47450304,12.67784605
Suriname,69.8,76.6,77.6,78.4,4755.392217,5029.848385,6084.438767,5494.074094,4.584257126,4.131549835,3.434608459,2.866233349,6.67584229,5.46009398,5.91760969,0,8.76,8.491,8.16,7.631,72.321,68.943,73.254,73.631,0,0,0,0
Sweden,94.5,94.7,95,95.7,52653.75659,61174.96802,55296.93715,55567.08901,7.925610065,7.572199821,0,0,11.33296967,11.10180569,10.49857044,10.88682365,8.291,8.722,7.392,7.611,82.35609756,83.05609756,83.05853659,83.3097561,15.77058142,15.90438805,16.01086532,16.13481424
Switzerland,94.3,95.6,96.5,97.3,85897.78433,93664.77367,94394.51068,100631.8028,5.276760101,5.037089825,4.888244629,0,12.00404072,12.00465584,11.70653343,0,4.817,5.013,4.122,4.043,83,83.75121951,83.60487805,84.05609756,16.15338069,16.17053893,16.17416847,16.10624461
Syrian Arab Republic,0,0,0,0,572.3552898,663.6142457,1051.671496,847.3727234,0,0,0,0,3.71555972,4.70613527,4.15098715,0,15.191,14.877,13.268,13.187,71.944,72.418,72.79,72.12,26.81607183,26.84362762,26.70535482,26.40951288
Tajikistan,27.5,49.8,53.1,56.8,834.3117155,896.7480534,1052.179495,1178.479901,5.737252712,5.701633453,5.715097904,5.810545921,8.8903532,8.37504482,7.62917423,0,12.321,12.333,11.634,11.546,68.605,69.594,71.562,71.79,0,0,0,0
Tanzania,17.8,19,22.1,29.1,1117.415283,1159.856567,1207.853027,1224.489624,3.230972528,3.115153313,3.23824501,3.260152817,3.05195832,3.47258258,3.1119566,0,2.781,2.821,2.588,2.582,66.771,66.131,66.879,66.995,12.82880277,13.09700627,13.36716054,13.63996629
Thailand,77.8,85.3,88,89.5,6985.643939,7057.207548,6909.352818,7195.101309,3.153141737,2.982124329,2.611870289,2.521222115,4.35724688,5.15337038,5.35470581,0,1.099,1.215,0.94,0.733,77.331,77.606,75.291,76.412,20.11680132,20.42022001,20.735918,21.05426824
Timor-Leste,32,35,34.5,34,1630.869385,2684.827024,2343.245234,1502.519645,3.652873516,2.973894119,0,0,9.93865013,11.43105984,14.32454681,0,2.782,2.344,1.537,1.521,66.919,66.199,67.368,67.689,0,0,0,0
Togo,29,30.3,35.5,37,853.5782203,939.6133738,898.7581544,985.6975126,4.091336727,4.231181622,3.798119307,0,6.18928432,5.6165967,6.04134083,0,2.225,2.333,1.965,1.948,61.123,61.328,62.29,62.739,21.08347213,21.11189441,21.18341585,21.29775609
Tonga,0,57.5,57.7,58.5,4700.449405,4912.579663,4933.074669,4863.763846,4.860516548,4.927039146,5.646192074,5.145653248,5.56259537,7.63286686,8.13607597,0,2.699,2.111,2.302,2.262,72.379,72.13,72.635,72.895,0,0,0,0
Trinidad and Tobago,77.3,84.4,84.5,84.7,15358.8613,17679.18126,20874.37683,18639.25924,4.257669926,3.00432992,2.879704237,0,7.48661852,7.12624598,6.43106365,0,4.206,4.446,4.383,4.21,72.645,71.111,73.331,73.49,0,0,0,0
Tunisia,68.6,68.3,70.6,72.4,3548.653637,3906.939263,3708.848124,3950.375342,7.265075684,6.679846764,6.804989815,6.733988762,7.05022287,6.97669458,6.96380186,0,17.656,16.611,15.3,15.106,75.004,72.893,76.05,76.508,19.75271205,19.94153356,20.12820176,20.28982419
Turkiye,77.7,81.4,83.4,86,8638.739038,9743.212778,10674.50416,13105.6585,4.033820152,3.537879944,2.614303589,0,4.61640215,4.56065559,3.70338893,0,13.148,11.969,10.465,9.388,76.525,75.722,77.591,77.156,37.58980187,37.85272277,38.06381515,38.45848799
Turkmenistan,0,0,0,0,6592.60146,7051.202111,8156.35212,8232.65226,3.76267004,3.848910093,3.733860016,2.746510029,5.57226086,5.49196625,5.37103748,0,4.501,4.459,4.109,4.099,68.846,69.353,69.913,70.073,0,0,0,0
Turks and Caicos Islands,0,0,0,0,20690.91605,27329.28851,31280.5418,35470.21516,2.420746803,4.106626034,4.109913826,3.135245323,0,0,0,0,0,0,0,0,77.499,77.234,77.918,78.008,0,0,0,0
Tuvalu,61,73.3,73.6,74.3,4976.112541,5905.081981,5911.327271,6344.775019,0,0,0,12.84568977,18.59855461,19.54603577,18.38210106,0,0,0,0,0,66.357,65.824,66.852,67.105,0,0,0,0
Uganda,7.4,10,11.1,15.3,845.7664639,882.7917174,963.0673142,1002.309139,2.572221756,2.635936022,2.561050177,2.551593781,5.23698568,5.48128128,4.39089251,0,3.831,3.422,2.886,2.787,66.41,66.45,67.675,68.252,7.419197703,7.557045784,7.718683426,7.90458421
Ukraine,75,79.2,82.7,82.4,3709.769287,4775.945801,4199.670898,5139.598145,5.382319927,5.140110016,5.933899879,0,7.56217051,8.2027483,0,0,9.475,9.834,0,0,73.283,71.631,72.658,73.422,12.14518196,12.26922316,13.256284,14.43187838
United Arab Emirates,100,100,100,100,37173.87541,43360.0211,49899.0653,49040.69475,3.984179974,3.894030094,0,0,5.82477045,5.30494308,4.67550945,0,4.294,3.105,2.872,2.151,81.936,79.083,80.487,82.909,64.31001555,64.43702408,62.43087205,61.09874223
United Kingdom,94.8,96.2,96.3,96.3,40404.80622,46926.47574,46062.99141,49200.81015,5.439350128,5.904580116,4.959175587,0,11.96547699,12.01903439,11.05087757,10.872015,4.472,4.826,3.73,3.984,80.3317561,80.64731707,81.01121951,81.23809756,27.27429582,27.44645288,27.45495681,27.34766688
United States,90.3,91.3,92.2,93.1,64401.50744,71307.40173,77860.91129,82304.62043,5.399980068,5.428299904,0,0,18.8132534,17.5063858,16.49613953,0,8.055,5.349,3.65,3.638,76.9804878,76.32926829,77.43414634,78.38536585,46.40226702,46.7228266,46.85815889,46.88261394
Upper middle income,70.3,74.1,76.5,78.5,8334.905824,9905.055835,10310.86688,10631.31674,4.296540022,3.888060093,3.733860016,3.682932496,5.945060741,5.801302535,5.633278357,0,6.786163326,6.408266781,6.039347635,5.662411862,75.23155162,74.72761499,76.00928043,76.1953051,28.67124046,29.14385519,29.64895269,30.14864208
Uruguay,85.5,87.6,89.9,89.9,15757.5356,17881.81872,20818.61461,23019.42216,4.542920113,4.460659981,4.507329941,0,9.06924915,8.91666222,8.94532204,0,10.413,9.328,7.877,8.355,78.381,75.434,76.468,78.138,51.55647244,51.81230579,52.11702571,52.3717113
Uzbekistan,71.1,76.6,83.9,89,1978.280519,2258.519641,2578.666894,2878.968793,4.948036671,5.368288994,5.234771729,5.472876072,6.71439123,7.69774151,7.36325455,0,5.293,5.364,4.49,4.46,71.461,71.681,72.147,72.388,7.495245393,7.43248918,7.366442414,7.301751889
Vanuatu,41.4,45.7,45.7,45.7,3042.987116,3211.719473,3292.341088,3515.236336,2.173589945,10.11024094,10.7033453,10.64340019,4.12128973,4.54704428,4.14742947,0,4.046,4.766,5.143,5.082,70.385,69.952,71.302,71.477,0,0,0,0
"Venezuela, RB",0,0,0,0,0,0,0,0,0,0,0,0,4.11615229,4.10222006,4.55047369,0,7.53,7.037,5.707,5.485,72.369,71.536,72.566,72.514,33.48594507,34.06989972,34.44893185,34.69984687
Viet Nam,70.3,74.2,78.6,78.1,3534.039535,3704.193559,4147.697772,4323.35032,3.216528893,2.945174932,2.887386799,0,4.33219814,4.53756857,4.58891582,0,2.103,2.385,1.523,1.645,75.383,74.145,74.502,74.588,17.66278945,18.10642872,18.56062443,19.01605797
Virgin Islands (U.S.),0,0,0,0,39787.37417,42571.07774,44320.90919,0,0,0,0,0,0,0,0,0,15.191,14.273,13.007,12.32,79.8195122,80.06829268,80.3195122,80.5195122,0,0,0,0
West Bank and Gaza,76,82.2,88.6,86.6,3233.568638,3678.635657,3799.95527,3455.028529,0,5.434420109,0,0,10.27610207,10.4347353,9.73336029,0,25.895,26.39,24.42,0,74.998,73.89,76.662,65.17,0,0,0,0
World,58.6,61.7,63.7,65.4,10963.17564,12418.56592,12819.74484,13263.61955,4.441359997,4.24035573,3.774871588,0,10.85762851,10.33915556,9.885794338,0,6.609206744,6.064555526,5.260645445,4.915954069,72.18222395,71.21548417,72.96901572,73.32971628,24.11999696,24.38123775,24.62940991,24.85756431
"Yemen, Rep.",13.8,0,0,0,559.5646758,522.1735117,615.7020777,426.3540759,0,0,0,0,5.77270842,6.17542744,6.18666697,0,17.953,18.287,17.363,17.091,66.435,66.019,67.952,69.295,8.227478267,8.280123736,8.323955005,8.358543324
Zambia,24.5,32.5,32,33,951.6443167,1127.160779,1447.123101,1330.727806,3.949648142,3.106432199,3.58259511,0,6.3067441,6.63951397,5.25592279,0,6.033,5.199,5.995,5.905,63.361,62.363,65.279,66.349,14.55519968,14.82376687,15.09352631,15.35058566
Zimbabwe,29.3,37.1,37.9,38.4,1730.45391,1724.387271,2040.546587,2156.034093,0,0,0,0,2.95440149,2.78571677,3.62880659,0,8.621,9.54,10.087,8.759,61.53,60.135,62.36,62.775,9.853358896,9.760103208,9.694035543,9.657580261
